Tutorial Group,Student ID,School,Name,Gender,CGPA
G-77,2668,EEE,Michele Sellers,Female,4.14
G-77,5070,CCEB,Erin Martin,Female,3.96
G-77,4623,SPMS,Christopher Mills,Male,4.02
G-77,855,ASE,Suzanne Gordon,Female,3.87
G-77,2046,EEE,Abigail Garrison,Female,4.06
G-77,5258,SoH,Jacob Nolan,Male,4.02
G-77,1180,SPMS,Seth Cooper,Male,4.06
G-77,4120,MAE,Kathleen Torres,Female,3.86
G-77,4512,WKW SCI,Gary Dickerson,Male,3.92
G-77,506,ASE,Ashley Wilson,Female,4.11
G-77,816,CCEB,John Saunders,Male,4.18
G-77,4079,WKW SCI,Robert Hamilton,Male,4.09
G-77,1389,NIE,John Mooney,Male,3.78
G-77,242,SBS,Richard Oneill,Male,3.93
G-77,2940,MAE,David Byrd,Male,4.1
G-77,2134,EEE,Joseph Smith,Male,3.87
G-77,735,SSS,Kristen Moore,Female,3.99
G-77,4011,ADM,Katie Davenport,Female,4.03
G-77,2063,MAE,Cynthia Oconnell,Female,3.95
G-77,4974,CoE,Anthony Lopez,Male,3.69
G-77,389,EEE,Stephanie Mendoza,Female,4.0
G-77,1856,ADM,Joseph Beck,Male,3.9
G-77,5075,EEE,Beth Anderson,Female,3.97
G-77,2930,NIE,John Harrington,Male,3.84
G-77,4537,EEE,Leah Sanchez,Female,3.93
G-77,1026,NIE,David Cohen,Male,3.93
G-77,1262,NIE,Donna Welch,Female,3.94
G-77,3108,SSS,Anthony Smith,Male,4.33
G-77,5645,MAE,Christine Brewer,Female,4.02
G-78,2937,CCEB,Tanya James,Female,3.84
G-78,3469,SSS,Sarah Baker,Female,3.93
G-78,2752,SPMS,Heidi Anderson,Female,3.92
G-78,2743,CCDS,Johnny Nguyen,Male,4.01
G-78,4322,CoE,Erin Mann,Female,4.04
G-78,3588,EEE,Kathryn Raymond,Female,4.19
G-78,4526,MSE,Melissa Golden,Female,3.94
G-78,2292,NIE,Michael Spencer,Male,3.97
G-78,4030,ASE,Hunter Frederick,Male,3.94
G-78,1798,ADM,Jimmy Johnson,Male,3.96
G-78,287,SPMS,Daniel Cortez,Male,3.94
G-78,623,NIE,Kimberly Franklin,Female,4.03
G-78,5648,EEE,Penny Arnold,Female,4.06
G-78,1543,CCEB,Shirley Brooks,Female,3.82
G-78,3152,CCEB,Justin Martinez,Male,4.02
G-78,1498,NIE,Derrick Wood,Male,4.06
G-78,1650,WKW SCI,Andrew Oliver,Male,4.13
G-78,2092,CoE,Samantha Fisher,Female,3.99
G-78,2341,WKW SCI,Roy Jones,Male,4.06
G-78,276,SSS,Brianna Ayala,Female,3.95
G-78,2037,CoB (NBS),Charles Wagner,Male,4.01
G-78,3402,SPMS,Margaret Young,Female,4.0
G-78,3363,ASE,Marcus Meza,Male,4.36
G-78,1260,CCDS,Stephanie Smith,Female,4.22
G-78,3824,ASE,Andrea Greer,Female,4.1
G-78,3020,SBS,Anthony Gallegos,Male,3.88
G-78,4752,SoH,Mrs. Kelly Reed PhD,Female,4.1
G-78,1427,SSS,Andrea Meyer,Female,4.01
G-78,3571,CCDS,Kelly Rose,Female,4.08
G-78,2917,ASE,Tiffany Davis,Female,3.85
G-78,887,SPMS,Steven Lopez,Male,4.16
G-78,3348,CCEB,Jill Miller,Female,4.03
G-78,57,WKW SCI,Debra Mccormick,Female,4.04
G-78,522,ASE,Beth Avila,Female,3.9
G-78,2588,ASE,Kathy Douglas,Female,4.03
G-78,2068,ADM,Bianca Underwood,Female,4.0
G-78,4116,CoB (NBS),Kendra Powell,Female,4.16
G-78,1198,SPMS,Lisa Holt,Female,4.09
G-78,1617,ASE,Douglas Davis,Male,4.04
G-78,5306,SBS,Eric Williamson,Male,4.01
G-78,4096,CCDS,Christopher Harrison,Male,3.87
G-78,140,SBS,Rick Campbell,Male,4.08
G-78,2597,CoE,Amanda Vincent,Female,3.95
G-78,2517,SBS,Robert Ryan,Male,4.01
G-78,1909,SPMS,Dana Roberts,Female,3.85
G-78,2322,WKW SCI,Brian Mccoy,Male,3.84
G-78,696,SoH,Joshua Hodges,Male,3.94
G-78,5402,MSE,Robert Hart,Male,3.98
G-78,1272,ASE,Natalie Rowe,Female,4.04
G-78,2957,SBS,Kelly Santos,Female,4.08
G-79,3434,CCDS,Mercedes Mcdowell,Female,4.06
G-79,3151,WKW SCI,James Harris,Male,4.03
G-79,4766,NIE,Tonya Jefferson,Female,3.9
G-79,4167,MSE,Linda Foley,Female,3.85
G-79,5824,CCEB,Melissa Alexander,Female,3.98
G-79,5607,MAE,Grace Ortiz,Female,3.89
G-79,241,CoE,Melanie Brown,Female,3.99
G-79,3585,ASE,Austin Lewis,Male,4.13
G-79,4207,SBS,Dr. Taylor Smith,Male,4.04
G-79,3801,WKW SCI,Charles Rice,Male,4.16
G-79,3394,EEE,Trevor Hansen,Male,3.96
G-79,4489,SSS,Steven Ellis,Male,4.04
G-79,3948,MSE,Zachary Davis,Male,4.0
G-79,2168,SoH,Gregory Cox,Male,3.98
G-79,2323,SPMS,Matthew Francis,Male,4.17
G-79,18,MSE,Jason Reynolds,Male,4.09
G-79,1270,ADM,Nicholas Ortiz,Male,3.88
G-79,56,NIE,Spencer Hart,Male,3.97
G-79,282,SSS,Patrick Alexander,Male,4.12
G-79,354,MSE,Chad Peters,Male,4.06
G-79,3518,MAE,Michelle Turner,Female,3.94
G-79,1087,NIE,George Steele,Male,3.88
G-79,3984,MSE,Colin Wilkerson,Male,4.0
G-79,561,SPMS,Kristina Khan,Female,3.89
G-79,1813,CCEB,Kelly Mcneil,Female,4.08
G-79,4024,ASE,Mary Martin,Female,3.84
G-79,2322,CoE,Rebecca Ruiz,Female,4.11
G-79,5037,CCDS,Gregory Barnes,Male,4.04
G-79,4993,MSE,John Cook,Male,4.04
G-79,4608,EEE,Joshua Thomas,Male,3.86
G-79,3894,CCDS,Jimmy Smith,Male,3.96
G-79,4412,SPMS,Matthew Dougherty,Male,3.99
G-79,1529,SoH,Kayla Bell,Female,3.97
G-79,4207,CCEB,Amy Perez,Female,3.97
G-79,3287,NIE,Dr. Lisa Morton,Female,4.07
G-79,3436,SoH,Nicole Burton,Female,3.96
G-79,3948,SSS,Janet Davis,Female,4.0
G-79,4307,NIE,Austin Johnson,Male,3.99
G-79,5360,SSS,Teresa Morrow,Female,4.18
G-79,997,SoH,Tanya Brown,Female,3.88
G-79,1757,CoE,Brian Faulkner,Male,4.1
G-79,612,MSE,Jose Martin,Male,4.21
G-79,2051,SPMS,Candice Riddle DDS,Female,4.1
G-79,1018,EEE,Angela Schwartz,Female,4.1
G-79,187,CCEB,Jessica Weber,Female,3.81
G-79,4239,CCDS,Ricky Marquez,Male,4.05
G-79,3871,WKW SCI,Kevin Garcia,Male,3.88
G-79,70,NIE,Lindsey Williams,Female,4.13
G-79,5686,CCDS,Amber Gonzales,Female,4.1
G-79,1787,MAE,William Perez,Male,4.03
G-80,3526,EEE,Jamie Savage,Female,4.06
G-80,4624,ASE,Catherine Young,Female,4.27
G-80,2742,SBS,Michele Fisher,Female,3.89
G-80,3365,SPMS,Laura Ryan,Female,3.86
G-80,4522,ASE,Sarah Owens,Female,4.04
G-80,3181,CoB (NBS),David Boyd,Male,3.95
G-80,4321,MSE,William Ramirez MD,Male,4.03
G-80,5635,SBS,Wesley Bauer,Male,3.98
G-80,2640,CCEB,Lori Moore,Female,4.26
G-80,1160,CoB (NBS),Andrew Baker,Male,4.14
G-80,5691,ADM,Robin Williams,Female,3.88
G-80,5524,CCEB,Katrina Richards,Female,3.94
G-80,4664,MAE,Gary Woodward,Male,4.12
G-80,2428,CoB (NBS),Timothy Reyes,Male,4.01
G-80,1501,MSE,Amber Martin,Female,4.04
G-80,2995,CoE,Nicole Ramirez,Female,3.9
G-80,2901,NIE,Ebony Weber,Female,4.04
G-80,2180,CoE,William Roberson,Male,4.11
G-80,832,SSS,Crystal Cunningham,Female,4.29
G-80,5593,CoB (NBS),Olivia Mann,Female,3.98
G-80,3581,NIE,Mark Rodriguez,Male,4.13
G-80,4729,ASE,Sandra King DDS,Female,3.94
G-80,1089,CoB (NBS),Wendy Martinez,Female,3.98
G-80,4813,SSS,William Mcdaniel,Male,3.83
G-80,3889,ASE,Elizabeth Chan,Female,4.16
G-80,2966,MSE,Elizabeth Hall,Female,3.91
G-80,434,ASE,Anthony Rose,Male,3.99
G-80,4544,SPMS,Patrick Stafford,Male,4.08
G-80,4643,MSE,Mark Morris,Male,4.11
G-80,322,EEE,Karl Carrillo,Male,4.02
G-80,4394,SoH,Isabel Miller,Female,4.02
G-80,612,WKW SCI,Heather Reese,Female,4.09
G-80,5269,EEE,Lisa Rogers,Female,3.95
G-80,4736,SBS,Nicholas Smith Jr.,Male,4.27
G-80,3321,SSS,Jacob Kirby DDS,Male,4.13
G-80,4986,CCDS,Diana Perez,Female,3.92
G-80,2147,WKW SCI,Carmen Martin,Female,4.01
G-80,4017,MSE,Ashley Garcia,Female,4.0
G-80,4830,NIE,Christopher Henry,Male,3.98
G-80,621,CCEB,Sean Macias,Male,4.06
G-80,3210,MAE,Adrian Jones,Male,3.89
G-80,5988,CoE,Jessica Gonzalez,Female,4.03
G-80,5865,CoE,Cameron Owen,Male,4.07
G-80,2015,ADM,Lance Sullivan,Male,3.98
G-80,3456,EEE,Zachary Bell,Male,4.11
G-80,1351,NIE,Samantha James,Female,4.17
G-80,4317,CCEB,Jennifer Gonzales,Female,3.92
G-80,5198,SPMS,Douglas Burns,Male,4.01
G-80,4903,ASE,Peter Garrett,Male,4.11
G-80,3990,CCEB,Jamie Curtis,Male,4.16
G-81,578,SBS,Earl Jones,Male,4.05
G-81,3308,CCEB,Christian Barajas,Male,3.99
G-81,3712,SPMS,Brianna Wilkinson,Female,4.02
G-81,4545,NIE,Dustin Johnson,Male,4.04
G-81,1866,WKW SCI,Kelly Potts,Female,3.99
G-81,4074,MAE,Michael Benson,Male,3.92
G-81,741,EEE,Diana Smith,Female,3.96
G-81,139,CoE,Joseph Hernandez,Male,3.92
G-81,4301,WKW SCI,Christine Martinez,Female,3.97
G-81,4245,CCEB,Charles Henderson,Male,4.04
G-81,5206,SBS,Emily Arnold,Female,3.86
G-81,1660,CCDS,Kari Gardner,Female,4.14
G-81,4000,CoB (NBS),Jennifer Johnson,Female,4.0
G-81,5541,MSE,Corey Mcdaniel,Male,3.97
G-81,3056,ADM,Denise Gonzalez,Female,3.95
G-81,168,CCEB,Mrs. Julie Brennan,Female,3.88
G-81,5666,ASE,Bill Mckinney,Male,3.97
G-81,3984,ADM,Carla Parsons,Female,4.04
G-81,153,CCDS,Dana Young,Female,4.08
G-81,2635,CoB (NBS),Beth Morgan,Female,4.03
G-81,5651,MSE,Matthew Carter,Male,4.13
G-81,4773,WKW SCI,Julia Holmes,Female,3.94
G-81,4566,CCDS,Luis Williams,Male,3.98
G-81,4844,NIE,William Vasquez,Male,4.04
G-81,501,EEE,Andrew Horton,Male,4.15
G-81,5508,SoH,Stephen Simpson,Male,3.97
G-81,170,EEE,Laura Johnston,Female,3.95
G-81,3554,CCDS,Jordan Ball,Female,4.06
G-81,5578,ADM,Jennifer Pearson,Female,3.99
G-81,5534,SBS,Nathan Mejia,Male,3.95
G-81,1650,SBS,Felicia Gonzalez,Female,4.0
G-81,2353,NIE,Christian Thompson,Male,3.92
G-81,1537,ASE,Shirley Lopez,Female,3.94
G-81,4569,WKW SCI,David Huang,Male,3.97
G-81,4926,CCEB,Emma Miller,Female,3.92
G-81,5184,SPMS,Anna Martin,Female,3.93
G-81,3647,SoH,Carolyn Bradley,Female,4.14
G-81,836,SoH,Jennifer Smith,Female,4.1
G-81,2945,SBS,Lisa Sanders,Female,3.85
G-81,4266,CoB (NBS),Michael Stone,Male,4.07
G-81,5531,SSS,Bob Lopez,Male,3.89
G-81,3351,CoB (NBS),George Simon,Male,4.07
G-81,425,CCEB,Henry Booker,Male,4.05
G-81,2820,SPMS,Judith Jarvis,Female,4.02
G-81,1307,ASE,Lori Mercer,Female,4.01
G-81,3894,MSE,Carolyn Dyer,Female,3.94
G-81,2366,EEE,Tyler Myers,Male,4.15
G-81,1122,SoH,George Morales,Male,3.97
G-81,639,SSS,Emily Smith,Female,4.11
G-81,1419,CCDS,Patrick Davis,Male,4.15
G-82,2269,MSE,Dustin Park,Male,3.94
G-82,1682,CoE,Randy Lucas,Male,4.1
G-82,4887,MAE,Michael Williamson,Male,4.05
G-82,92,EEE,Ebony Lee,Female,4.05
G-82,3991,CoB (NBS),Megan Bernard,Female,4.0
G-82,1266,MAE,Kathleen Atkins,Female,3.95
G-82,3034,ADM,Michele Fletcher,Female,4.06
G-82,1859,SSS,Craig Turner,Male,4.07
G-82,461,ADM,Lindsay Brown,Female,3.9
G-82,2114,EEE,Samantha Everett,Female,3.99
G-82,3814,WKW SCI,Jamie Pittman,Female,4.01
G-82,1252,SoH,Diane Mccarty,Female,3.87
G-82,4131,WKW SCI,Miss Erika Bennett,Female,3.89
G-82,2791,MSE,James Reynolds,Male,4.2
G-82,5989,MAE,Devin Carr,Male,3.91
G-82,3140,NIE,John Contreras,Male,4.08
G-82,1419,CCEB,Jacob Reed,Male,3.95
G-82,5025,MSE,Zachary Hahn,Male,3.87
G-82,753,ADM,Sharon Perez,Female,3.98
G-82,2358,SoH,Michelle Mayo,Female,4.02
G-82,1115,EEE,Lisa Cervantes,Female,3.96
G-82,4587,CCEB,Paula Knight,Female,3.95
G-82,5965,SPMS,Matthew Walsh,Male,4.05
G-82,514,CoE,Gregory Frank,Male,4.06
G-82,776,CoB (NBS),Regina Norris MD,Female,3.93
G-82,5980,CoE,Danielle Gomez,Female,3.99
G-82,4637,NIE,Kenneth Martinez,Male,4.08
G-82,2941,EEE,Jennifer Willis,Female,4.05
G-82,1774,ADM,Bobby Cochran,Male,4.2
G-82,3880,SBS,Lynn Pratt,Female,3.92
G-82,4839,MSE,Alyssa Henderson,Female,4.2
G-82,1987,MSE,Christine Davis,Female,4.11
G-82,4101,SSS,Anna Cole,Female,3.79
G-82,4487,ADM,Yolanda Johnson,Female,4.08
G-82,1942,CoE,Carol Guzman,Female,4.1
G-82,5157,CCDS,Tiffany Salinas,Female,3.83
G-82,4681,SBS,Dylan Fitzgerald,Male,4.02
G-82,773,ADM,Michaela Armstrong,Female,4.12
G-82,3196,MAE,Andrew Taylor,Male,3.8
G-82,29,MSE,Benjamin Moore,Male,3.9
G-82,3869,WKW SCI,Sandra Hill,Female,4.0
G-82,1777,CCDS,Edward Butler,Male,3.97
G-82,1009,EEE,Jennifer House,Female,4.0
G-82,4280,ASE,Kristin Lowery,Female,4.11
G-82,3183,EEE,Melissa Lane,Female,4.01
G-82,3802,ASE,Aaron Rodriguez,Male,4.1
G-82,5969,SoH,Jennifer Delgado,Female,4.11
G-82,4779,CCDS,Kim Abbott,Female,3.92
G-82,2608,SBS,Lucas Rice,Male,4.1
G-82,4287,WKW SCI,Claire Carroll,Female,3.95
G-83,4049,ASE,Howard Ponce,Male,3.92
G-83,281,CCDS,Gloria Jimenez,Female,4.06
G-83,5235,MAE,David Campbell DVM,Male,4.0
G-83,4386,EEE,Andrew Romero,Male,4.15
G-83,2039,CoE,Charles Thomas,Male,4.05
G-83,83,SSS,Eric Drake,Male,3.96
G-83,4336,MSE,Susan Garner,Female,3.93
G-83,1409,CoB (NBS),Hayden Hooper,Male,4.02
G-83,5844,ADM,Maria Forbes,Female,3.98
G-83,3990,WKW SCI,Amanda Ball,Female,3.94
G-83,1625,MSE,Brian Farrell,Male,3.98
G-83,3703,CoE,Joseph Johnson,Male,4.12
G-83,950,CCDS,John Goodman,Male,4.07
G-83,3739,SoH,Michael Carlson,Male,3.86
G-83,100,ADM,John Kelley,Male,3.95
G-83,4683,SBS,Kaitlyn Underwood,Female,3.9
G-83,1348,MSE,Stephanie Nolan DVM,Female,4.06
G-83,5443,CCDS,Carol Carroll,Female,4.05
G-83,5970,MSE,Pamela Pierce,Female,4.03
G-83,952,CCDS,Janet Jimenez,Female,4.04
G-83,2804,ADM,Jorge Chapman,Male,4.18
G-83,1905,MSE,Mary Jones,Female,4.21
G-83,4620,SPMS,Larry Clark,Male,4.15
G-83,1701,SPMS,Austin Hendricks,Male,3.87
G-83,2717,EEE,Cynthia Fuller PhD,Female,3.95
G-83,1352,EEE,Keith Johnson,Male,4.03
G-83,808,SPMS,Brooke Matthews,Female,3.99
G-83,5753,CoB (NBS),Brooke Lane,Female,3.99
G-83,1586,ADM,Johnny Lewis,Male,4.0
G-83,1324,MSE,Trevor Harris,Male,3.88
G-83,3708,SoH,Adam Vazquez,Male,3.91
G-83,3607,MAE,Lauren Briggs,Female,3.99
G-83,1719,CoB (NBS),Mr. James Mata,Male,4.13
G-83,328,CoE,Tanya Walters,Female,4.03
G-83,3925,SPMS,Christopher Wood,Male,4.02
G-83,2324,MSE,Janet Jones,Female,3.89
G-83,2955,CoE,Diane Smith,Female,3.97
G-83,1519,SoH,Amy Johnson,Female,4.03
G-83,3412,CCEB,Tonya Newton,Female,4.11
G-83,4253,MSE,Courtney Howard,Female,3.98
G-83,3723,SoH,Mary Ayers,Female,4.18
G-83,1902,MSE,Timothy Mcconnell,Male,3.95
G-83,5664,WKW SCI,Lauren Patterson,Female,4.11
G-83,819,SSS,Kathy Nguyen,Female,4.18
G-83,2425,SoH,Emily Evans,Female,3.98
G-83,4281,CoE,Brandon Sanchez,Male,3.98
G-83,5134,ASE,Marissa Lee,Female,4.04
G-83,1626,MAE,Jocelyn Brown,Female,3.96
G-83,1658,ADM,Jennifer George,Female,3.92
G-83,4570,MSE,Kelly Walker,Female,3.83
G-84,1295,CoE,James Dean,Male,3.85
G-84,3047,ADM,Jessica Smith,Female,4.21
G-84,501,CoE,Donald Smith,Male,3.93
G-84,4018,NIE,Mr. Alan Leonard,Male,3.9
G-84,2949,CoE,Maria Guerrero,Female,3.99
G-84,875,EEE,Justin Dawson,Male,4.03
G-84,1115,EEE,Donna Montes,Female,4.11
G-84,25,MAE,Austin Foster,Male,4.0
G-84,5340,ASE,Craig Morgan,Male,4.04
G-84,5393,SBS,Ronald Anderson,Male,4.2
G-84,519,NIE,Nicole Mason,Female,4.12
G-84,97,EEE,Mr. Raymond Ramirez,Male,4.0
G-84,3037,WKW SCI,Caroline Rangel,Female,3.85
G-84,1278,EEE,John Singleton,Male,4.07
G-84,4338,CCDS,Jeremy Harmon,Male,4.03
G-84,1353,MSE,Jorge Bryant,Male,4.03
G-84,3359,NIE,Nicholas Wells,Male,3.97
G-84,1184,CoE,Anthony Nelson MD,Male,4.05
G-84,3125,CCEB,Felicia Yang,Female,3.97
G-84,3893,CCEB,Kristina Wheeler,Female,4.02
G-84,5787,MAE,Todd Schmitt,Male,3.99
G-84,1840,CCDS,Mary West,Female,4.15
G-84,2825,SSS,James Jones,Male,3.86
G-84,3215,SSS,Kelsey Long,Female,3.96
G-84,2468,CoE,Gabrielle Randall,Female,3.98
G-84,1901,ASE,Jason Lopez,Male,3.93
G-84,5560,CoE,John Johnson,Male,4.09
G-84,3342,SPMS,Dawn Riley,Female,4.06
G-84,2538,CoE,Joe Peterson,Male,4.06
G-84,3777,EEE,James Reed,Male,4.08
G-84,4099,SBS,Joshua Peters,Male,4.06
G-84,360,NIE,Shirley Davis,Female,4.04
G-84,5290,CoE,Alexis Shea,Female,4.01
G-84,3413,CoE,Meghan Scott,Female,3.73
G-84,625,CCEB,John Weber,Male,4.06
G-84,4884,SoH,Jason Simmons,Male,4.2
G-84,5026,ASE,Audrey Olson,Female,4.02
G-84,1936,WKW SCI,Rebecca Padilla,Female,4.07
G-84,4214,MAE,Melissa Rosario,Female,3.96
G-84,4567,MAE,Joseph Rivas,Male,4.08
G-84,2042,SPMS,Kevin Johnson,Male,4.01
G-84,3596,CCEB,James Lewis,Male,4.06
G-84,4742,SSS,Rhonda Thompson,Female,4.15
G-84,2138,MSE,Eric Hendrix,Male,4.09
G-84,985,CCEB,Joseph Gordon,Male,4.13
G-84,2290,EEE,John Evans,Male,4.02
G-84,1753,SPMS,Lori Liu,Female,3.97
G-84,2134,MAE,Roger White,Male,3.84
G-84,5596,EEE,Hannah Sanders,Female,4.15
G-84,5693,SBS,Robert Stanley,Male,3.86
G-85,5895,WKW SCI,Jeffrey Johnson,Male,4.23
G-85,2880,SBS,Craig Wilson,Male,3.95
G-85,1564,SoH,Jeanette Becker,Female,3.98
G-85,1046,EEE,Vincent Williams,Male,3.73
G-85,5046,CoB (NBS),William Porter,Male,3.94
G-85,3917,CoE,John Reeves,Male,3.99
G-85,855,MSE,Willie Nichols,Male,3.94
G-85,1275,SoH,Andrew Lopez,Male,3.72
G-85,2719,SoH,David Bell,Male,4.03
G-85,4706,CoE,Jessica Bishop,Female,4.08
G-85,2503,NIE,Connor Smith,Male,4.14
G-85,3525,CoE,Karen Yoder,Female,4.04
G-85,2821,ADM,Bobby Byrd,Male,3.91
G-85,5302,SoH,Chelsea Carson,Female,3.94
G-85,153,CoB (NBS),Levi Hooper,Male,3.94
G-85,3524,ASE,Jane Olson,Female,3.97
G-85,1097,ADM,Shelley Martinez,Female,4.07
G-85,2789,CoE,Michelle Foley,Female,3.97
G-85,4182,MSE,Joshua Snyder,Male,4.01
G-85,3486,MAE,Kimberly Scott,Female,4.16
G-85,2955,SoH,David Wilson,Male,3.96
G-85,4647,NIE,Vicki Phillips,Female,3.98
G-85,1220,ASE,Christopher Richardson,Male,4.03
G-85,3249,SBS,Jesus Gray,Male,4.02
G-85,4887,WKW SCI,Michael Robinson,Male,4.0
G-85,886,SoH,Michael Nguyen,Male,4.07
G-85,2887,EEE,Mary Smith,Female,3.97
G-85,3601,MAE,Jonathan Baird,Male,4.18
G-85,1767,SoH,Christine Smith,Female,4.01
G-85,3283,CCEB,Tracy Brooks,Female,3.84
G-85,5951,SBS,Aimee Conner,Female,3.83
G-85,2606,ASE,Melissa Richardson,Female,4.06
G-85,3176,EEE,Diane Johnson,Female,3.99
G-85,538,CCEB,Daniel Griffin,Male,4.11
G-85,1237,ADM,Jeffery Peterson,Male,4.05
G-85,4840,ADM,Phillip Shepherd,Male,4.04
G-85,2317,CCEB,Kevin Rogers,Male,3.89
G-85,24,ADM,Kimberly Cuevas,Female,4.11
G-85,2001,CCEB,Kathleen Allen,Female,3.94
G-85,5704,SSS,Courtney Mathis,Female,4.09
G-85,768,CoB (NBS),Peggy Stanley,Female,4.08
G-85,4813,WKW SCI,Kelly Collins,Female,3.92
G-85,4726,SoH,David Gamble,Male,3.87
G-85,1018,ADM,Nicole Richardson,Female,3.95
G-85,704,SPMS,Walter Johnson,Male,4.01
G-85,1235,WKW SCI,Meghan Hanson,Female,4.02
G-85,1088,SPMS,Angela Stone,Female,3.91
G-85,2763,CCDS,Brian Klein,Male,4.14
G-85,1980,NIE,Kirsten Mccarthy,Female,4.03
G-85,3210,SBS,Peter Cunningham,Male,3.95
G-86,1996,CCDS,Heather Jones,Female,4.08
G-86,3566,SBS,John Henderson,Male,4.09
G-86,395,EEE,Gary Crawford,Male,3.92
G-86,266,CoB (NBS),Carolyn Benjamin,Female,4.08
G-86,2502,CoE,Nathan Chen,Male,3.97
G-86,4329,MSE,Jessica Anderson,Female,4.03
G-86,2991,SoH,Danny Morgan,Male,4.17
G-86,4946,ASE,Samantha Alvarado,Female,3.84
G-86,1467,CoE,Tammy Lara,Female,4.01
G-86,4186,SPMS,Stefanie Morgan,Female,3.97
G-86,376,CoB (NBS),Rebecca Henry,Female,4.2
G-86,1,EEE,Abigail Farrell,Female,4.11
G-86,5730,WKW SCI,Eric Massey,Male,3.97
G-86,1887,ADM,Erika Mathews,Female,4.01
G-86,3427,MAE,Jill Richards,Female,3.97
G-86,25,ADM,Bryce Reynolds,Male,4.1
G-86,4282,MSE,Theresa Bean,Female,3.97
G-86,5614,SSS,Allison Hendrix,Female,4.0
G-86,2297,SBS,Taylor Gordon,Male,4.01
G-86,3418,SSS,Jamie Thomas,Female,4.09
G-86,834,EEE,Jacqueline Davis,Female,3.97
G-86,4614,ASE,Mary Osborne,Female,4.09
G-86,252,SBS,Daniel Martin,Male,3.86
G-86,2577,CoE,Lori Hernandez,Female,4.02
G-86,5947,SSS,Christopher Thomas,Male,4.01
G-86,1080,SoH,Preston Johnson,Male,4.0
G-86,3315,CCEB,Emily Wagner DDS,Female,3.96
G-86,5685,CCEB,David Kaiser,Male,3.78
G-86,5778,CoB (NBS),Robert Nunez,Male,3.88
G-86,3228,EEE,Kelly Austin,Female,3.89
G-86,1449,CCEB,Lindsey Hall,Female,3.93
G-86,1804,NIE,Jared Holt,Male,4.14
G-86,1326,ASE,David Coleman,Male,4.03
G-86,4687,CCDS,Richard Peterson,Male,3.97
G-86,2251,CCEB,Michelle Haynes,Female,3.96
G-86,3090,MAE,Debra Odonnell,Female,4.01
G-86,4260,SoH,Christine White MD,Female,3.94
G-86,2114,MSE,David Martinez,Male,4.22
G-86,5378,WKW SCI,Angela Austin,Female,4.07
G-86,2595,CoB (NBS),Tricia Williams,Female,4.07
G-86,5244,SSS,Tyler Davis,Male,3.92
G-86,4466,CCDS,Lisa Lee,Female,3.95
G-86,4849,SSS,Tom Brandt,Male,3.91
G-86,5054,MSE,Lucas Roach,Male,4.01
G-86,1347,CCEB,Douglas Hernandez,Male,4.12
G-86,5343,CoE,David Meza,Male,3.97
G-86,4874,ADM,Cindy Jones,Female,3.94
G-86,5196,MAE,Bruce Thompson,Male,4.06
G-86,2845,SBS,Joseph Hopkins,Male,3.86
G-86,1838,EEE,Jesus Thomas,Male,4.15
G-87,165,SPMS,Derrick Wilson,Male,4.1
G-87,2808,CCEB,Lisa Gilbert,Female,4.03
G-87,1826,WKW SCI,Christopher Turner,Male,4.04
G-87,5721,EEE,Amanda Marshall,Female,4.03
G-87,2871,MSE,Thomas Nguyen,Male,3.89
G-87,2524,SSS,Michael Robertson,Male,4.13
G-87,1905,CoB (NBS),Mrs. Nancy Cooke DDS,Female,4.11
G-87,3780,SSS,Ryan Brown,Male,4.09
G-87,3025,CCDS,Robert Clark,Male,4.06
G-87,4324,CoE,Andrea Miller,Female,3.98
G-87,668,ADM,Michelle Brown,Female,3.95
G-87,475,ASE,Jordan Arias,Male,4.13
G-87,5814,NIE,Lori Lewis,Female,3.94
G-87,5762,SSS,Lisa Wright,Female,3.85
G-87,3794,MSE,Sarah Perkins,Female,4.09
G-87,2052,SoH,Ian Howard,Male,3.97
G-87,3846,SoH,Adrian Hall,Male,3.92
G-87,5347,CoE,Joshua Brown,Male,3.83
G-87,1570,NIE,Isaac Guzman,Male,4.06
G-87,4309,EEE,Christine Werner,Female,4.09
G-87,5085,ASE,Bailey Adams,Female,4.14
G-87,3242,ADM,James Reese,Male,3.83
G-87,3495,CCDS,Jillian Bowman,Female,4.04
G-87,5143,CCEB,Rachael Reese,Female,4.05
G-87,1745,ADM,Jeffrey Carroll,Male,3.95
G-87,2865,MSE,Amanda Beltran,Female,4.04
G-87,5804,SPMS,Gabrielle Smith,Female,4.06
G-87,5123,MAE,Philip Crawford,Male,4.03
G-87,4971,SoH,Melanie Boyd,Female,3.9
G-87,382,MSE,Michael Smith,Male,3.98
G-87,1696,NIE,Timothy Huynh,Male,4.06
G-87,229,CCEB,Michelle Murphy,Female,4.03
G-87,2915,EEE,Howard James,Male,3.94
G-87,4292,SoH,Jeffrey Butler,Male,3.96
G-87,3602,WKW SCI,Tracy Browning,Female,4.06
G-87,4535,NIE,Nicole Mack,Female,3.9
G-87,5375,EEE,Dwayne Ward,Male,4.14
G-87,201,ASE,Mary Rivers,Female,4.2
G-87,1409,EEE,Nicole Pratt,Female,4.06
G-87,3318,NIE,Maria Bryant,Female,4.17
G-87,2308,CCDS,James Hernandez,Male,3.83
G-87,5717,EEE,Cheryl Marshall,Female,4.01
